Repository,Repo Description,Keyword,Commit Link,Commit Description,Labels,Sentiment
https://github.com/OmniTeqSource/terraform-aws-iam.git,"This module encapsulates AWS IAM Terrform resources. This module will automatically create an 'admins' group and 'users' group, thus they are protected group names. You can assign IAM users to either groups. Admins have global read only access but can assume true admin through federation.",bill,https://github.com/OmniTeqSource/terraform-aws-iam/commit/c54a282a23d3bd87e9770ea7e646134d3d9c4d77,"Add billing groups (#12)

* Add billing groups

* Update tf validate workflow",other-addition-module,
https://github.com/UrbanOS-Examples/scos-alm.git,"This Terraform project creates a Continuous Integration/Delivery environment, including VPC, network, Jenkins master and workers, and a VPN to grant developers access to the environment",cost,https://github.com/UrbanOS-Examples/scos-alm/commit/7decb31329a5a80341237dffc661534c32a82446,"SMRT-781 - update EKS cluster to allow containers to become cost reader role

co-authored-by: Scott Millard <smillard@hntb.com>",other-refactor-vars,
https://github.com/UrbanOS-Examples/scos-alm.git,,cost,https://github.com/UrbanOS-Examples/scos-alm/commit/cc25cdfdceadcafd094907af91a58092e1cab806,remove eks and add cost exporter role stuff,other-addition-module,
https://github.com/cloudposse/terraform-aws-s3-bucket.git,Terraform module that creates an S3 bucket with an optional IAM user for external CI/CD systems,cost,https://github.com/cloudposse/terraform-aws-s3-bucket/commit/e9dcc211445f9e315d894e61cd147cf5acf151d9,"Enable bucket key for reducing the cost of SSE-KMS with Amazon S3 (#115)

Co-authored-by: Krishna Mohan Bandi <krishna.bandi@internetfusion.co.uk>
Co-authored-by: cloudpossebot <11232728+cloudpossebot@users.noreply.github.com>
Co-authored-by: Yonatan Koren <me@yonatankoren.com>","fork-saving-provider, fork-saving-feature",
https://github.com/MyCryptoHQ/MoonpaySigner.git,"A Golang Moonpay.io signer

Description:
Creates a moonpay signer with your secret key that exposes a CORS-enabled POST endpoint at moonpay.[your_root_domain].com/sign, to sign query-strings as specified in the moonpay.io/getting_started documentation",pay,https://github.com/MyCryptoHQ/MoonpaySigner/commit/7bcafb9d401089ad871d71bfee9bcaa6fd0542fe,working moonpay signer!!!!!!!,other-false_positive,
https://github.com/JamesWoolfenden/module-management-gcp.git,"I manage a lot of Terraform modules, this Controls GCP modules, and means I can update files, setting/properties and secrets in one go.",cost,https://github.com/JamesWoolfenden/module-management-gcp/commit/fe1e35dce739c3b2367493796152b8a201709dd1,infracost api,other-addition-cost_calculator,
https://github.com/JamesWoolfenden/module-management-gcp.git,,cost,https://github.com/JamesWoolfenden/module-management-gcp/commit/07ebfdef5b579959b5fa34fcf3aad999d5f8473e,costs,other-addition-module,
https://github.com/openoakland/infra.git,This repo is an experiment to apply the practices of Infrastructure as Code to OpenOakland.,cheap,https://github.com/openoakland/infra/commit/bb40cb225c18441a0e3cb02439d56205ea46f1bc,"Set up Cloudfront for oaklandcouncil.net

This adds Terraform resources for a TLS cert and accompanying Cloudfront
distribution for Councilmatic (doing business as OaklandCouncil.net).

Eventually it'd be swell to use the Terraform Namecheap provider to
create the DNS records to validate the TLS cert and point to
Cloudfront... but alas Namecheap has not approved our API request yet.",other-false_positive,
https://github.com/openoakland/infra.git,,cheap,https://github.com/openoakland/infra/commit/ebc90be5962dfd7a3e3620a65734e3710f46340d,"Add oakcrime_namecheap_name_servers output for Namecheap

These need to be configured in Namecheap, which is outside of
Terraform's control.",other-false_positive,
https://github.com/davidski/tf-public_subnet.git,Terraform module for AWS VPC Public Subnets,cheap,https://github.com/davidski/tf-public_subnet/commit/ad841964564c461513643bb13531dc07111efc7d,Move to AZ us-west-2a by default for cheaper spot-instances,cost-awareness-area,
https://github.com/jshcmpbll/Cloud-Mac-KVM.git,Terraform code to help stand up a macOS KVM on cloud hosting services. As of RC 0.1.0 The only cloud that is supported is GCP but others are coming.,cost,https://github.com/jshcmpbll/Cloud-Mac-KVM/commit/361885d22c0304cb44683f9b005f82ca5e269841,Changing base image size and type to reduce cost,cost-saving-unknown,
https://github.com/konradzawadka/lambda-http-native.git,No description.,pay,https://github.com/konradzawadka/lambda-http-native/commit/bdc9c2bd6daab770d62d8f6bafc1de132099aad5,payload 2.0,other-refactor-payload,
https://github.com/konradzawadka/lambda-http-native.git,,pay,https://github.com/konradzawadka/lambda-http-native/commit/64e299ed7e68be29fe4608f833655e7c94bd0ef7,payload 2.0,other-refactor-payload,
https://github.com/sandyvanam/Terraform.git,,cost,https://github.com/sandyvanam/Terraform/commit/c82a19d98673c1aeeb1fa26afb983acbfbea272f,Add ec2 cost optimination using tags,fork-saving-feature,
https://github.com/sandyvanam/Terraform.git,,cost,https://github.com/sandyvanam/Terraform/commit/5f0c515e6b145f244be7ef2492d9a700de5743e8,Refactored ec2-cost-optimization-using-tags lambda,fork-refactor-vars,
https://github.com/sandyvanam/Terraform.git,,cost,https://github.com/sandyvanam/Terraform/commit/65f7112ea071383a397ab3bd34491c35d9265dd9,Refactored config-rules and changed ec2-cost-optimization-using-tags to ec2-tags-checker,fork-refactor-vars,
https://github.com/cloud-native-toolkit-test/git-module-test.git,Repository that contains the yaml resources defining the desired state of the configuration for a cluster. The resources are organized to support deployments to multiple clusters.,pay,https://github.com/cloud-native-toolkit-test/git-module-test/commit/0167d069ca1fbf91efb2b9f38d5a55a9ed77d5ac,Adds payload yaml for ibm-cpd-dv-subcription (#7),other-addition-payload,
https://github.com/goodpen/gke-v.1.0.git,"Tezos is a delegated proof of stake blockchain protocol.
This deploys a fully featured, best practices Tezos baking service on Google Kubernetes Engine.",pay,https://github.com/goodpen/gke-v.1.0/commit/f85b1961c93096d0be9b1dba034bfd9400a354e0,"delete the whole volume when blockchain absent

fail when download fails

move to kustomize -- much better

from file directly

write kustomize file straight from terraform

simplify readme

from-scratch baker deployment

archive mode for proper payout operation

wip

introduce payout

gitignore

wip connectivity checker for private node",other-addition-payload,
https://github.com/goodpen/gke-v.1.0.git,,pay,https://github.com/goodpen/gke-v.1.0/commit/926a05ff3f72e7edddc53a9cf55a4a5538cddb2d,mainnet redo - archive mode to get payout,other-addition-module,
https://github.com/goodpen/gke-v.1.0.git,,pay,https://github.com/goodpen/gke-v.1.0/commit/0a3a6dd08547c452357ca8cf2094c1e4ab950ff1,"add the payout delay var

add readme for remote signer

set history mode to rolling for public nodes (saves space)

prevent terraform from nuking cluster when new version available",other-addition-vars,
https://github.com/goodpen/gke-v.1.0.git,,pay,https://github.com/goodpen/gke-v.1.0/commit/0772108d560dba1ef0bafc91a4be973e6b109108,new model without the payout node,other-addition-vars,
https://github.com/goodpen/gke-v.1.0.git,,pay,https://github.com/goodpen/gke-v.1.0/commit/bb66b344eb6277256ae5a73fbb9afcf1c3eb7e43,"remove more reference to payouts

since it all moved to the auxiliary cluster",other-removal-module,
https://github.com/goodpen/gke-v.1.0.git,,cheap,https://github.com/goodpen/gke-v.1.0/commit/45053a0862bf97f0525862c411fa4da5d59ac397,switch to cheaper e2 GCP vms,cost-saving-instance,
https://github.com/theclue/poorman-customerview.git,A set of scripts to bootstrap a CI/CD Single Customer View and a Marketing Data Lake on Google Cloud Platform,pay,https://github.com/theclue/poorman-customerview/commit/274af2be2ad8aaa6ce74c9200bb297b0786ea03c,Add Segment payload,other-addition-payload,
https://github.com/oleg-lon/terragoat.git,,pay,https://github.com/oleg-lon/terragoat/commit/0097bf218d99023ee6a5e543162c8daa4fcf33e8,Re-add payload + BE azure configuration,fork-false_positive,
https://github.com/terraform-google-modules/terraform-google-bootstrap.git,A module for bootstrapping Terraform usage in a new GCP organization.,bill,https://github.com/terraform-google-modules/terraform-google-bootstrap/commit/85e7a9cfb3210b315f2bc30a8bfecbba472c82bc,feat: Add ability to disable granting billing IAM via grant_billing_user variable (#19),fork-addition-vars,
https://github.com/rbenavente/demo_drift_detection.git,,pay,https://github.com/rbenavente/demo_drift_detection/commit/0097bf218d99023ee6a5e543162c8daa4fcf33e8,Re-add payload + BE azure configuration,fork-false_positive,
https://github.com/terraform-google-modules/terraform-google-log-export.git,"This module allows you to create log exports at the project, folder, organization, or billing account level. Submodules are also available to configure the destination resource that will store all exported logs.",bill,https://github.com/terraform-google-modules/terraform-google-log-export/commit/00830aa5ec18d2ee80a53c7ce7230012029cbe9d,"Introduce kitchen-terraform tests

This commit includes all changes needed to implement kitchen-terraform
tests for the log-exports module. Tests are structured exactly the same
as examples: folders for each of the destinations, and subfolders for
each log sink level that's possible for each destination (with
billing_account as an exception - more on that later). Each test fixture
functions independently and relies upon environment variables that are
set within `test/ci_integration.sh` (environment variables for the SA
key json, project ID, and the parent resource
project/folder/org/billing_account). Like all the other CFT modules,
tests are invoked based on make targets from `Makefile`, and there are
dedicated targets for testing from the CFT Docker container as well as
directly from your laptop/machine.

A test fixture called `computed_values` has also been provided to
specifically test issue #10 of the log-export module. This test spins up
a project on the fly and passes that computed project ID to the
log-export module to ensure that the module can handle computed values.

Tests for the billing account level log sinks are not provided within this
commit and will be provided in a later commit/PR.",other-addition-module,
https://github.com/JamesWoolfenden/terraform-azurerm-postgresql.git,This is module to help you deploy SQL ON AZURE.,cost,https://github.com/JamesWoolfenden/terraform-azurerm-postgresql/commit/50ad6d01d09e0e6fb16ebbb547c3bdb4f7c376c5,costs,other-false_positive,
https://github.com/andybaran/terraform-gcp-module-project.git,No description.,bill,https://github.com/andybaran/terraform-gcp-module-project/commit/13762c579a5839a0b2d7edd1f817530f2df48817,dont use billing account,other-removal-vars,
https://github.com/andybaran/terraform-gcp-module-project.git,,bill,https://github.com/andybaran/terraform-gcp-module-project/commit/67e92f4e76043ba6454965b00c3209713bae5bb7,testing billing account permissions,other-addition-vars,
https://github.com/mirakl/terraform-google-gcr-cleaner.git,"Terraform module that implements gcr-cleaner, a tool that deletes untagged images in Google Cloud Container Registry and Google Cloud Artifact Registry.",pay,https://github.com/mirakl/terraform-google-gcr-cleaner/commit/dde36588108e7636dded10cedda97cac35d13618,"Feature: Implementing all payload parameters (#24)

* Add payload missing parameters
* Refactor local variables using unique keys for maps
* Update examples
* Update README
* Handling recursive value
* Payload parameter repo becomes repos",other-addition-payload,
https://github.com/mirakl/terraform-google-gcr-cleaner.git,,pay,https://github.com/mirakl/terraform-google-gcr-cleaner/commit/0b62c57161feec5fee91b0d38b75fd47fb9873f7,"Fix: Adding repos parameter to payload (#27)

repos parameter was not added correctly from #24 reviews",other-addition-payload,
https://github.com/mirakl/terraform-google-gcr-cleaner.git,,pay,https://github.com/mirakl/terraform-google-gcr-cleaner/commit/0ea8b25761502e6d82606cb3c7defb8437b09667,"Feature: Introduce new payload parameters (#29)

In [release 0.7.0 of GCR Cleaner tool,](https://github.com/GoogleCloudPlatform/gcr-cleaner/releases/tag/v0.7.0) there was an introduction of new parameters:

> This release introduces a new mechanism for deleting tagged images. You can now specify tag_filter_all or tag_filter_any to control how the filters match against images with multiple tags. The existing behavior of tag_filter is preserved, but will be removed in a future release. Additionally, specifying allow_tagged is no longer necessary as specifying any tag filter will automatically activate deleting tagged images.

Also in this PR:
* Updating examples
* Updating documentation
* Updating pre-commit repos URLs: using https:// instead of git://. See https://github.blog/2021-09-01-improving-git-protocol-security-github/
for more details",other-addition-payload,
https://github.com/ministryofjustice/cloud-platform-terraform-elasticsearch.git,Terraform module to add a ES+Kibana resource in the C-P environment,cost,https://github.com/ministryofjustice/cloud-platform-terraform-elasticsearch/commit/3d545727be74a1a13ef2f582914dadf3da5ed210,"Add ""namespace"" tag to all tagged resources

This will enable the cost of dedicated elasticsearch instances to be
allocated to namespaces correctly.",other-addition-tags,
https://github.com/tamsalem/terragoat-gh-3.git,,pay,https://github.com/tamsalem/terragoat-gh-3/commit/0097bf218d99023ee6a5e543162c8daa4fcf33e8,Re-add payload + BE azure configuration,fork-false_positive,
https://github.com/awashbrook/aws-devops-challenge.git,No description,efficient,https://github.com/awashbrook/aws-devops-challenge/commit/a5cd8e40682ff2234b56da7a9b5f5782f09b5297,Tagging more efficient,other-refactor-tags,
https://github.com/kalenarndt/terraform-unifi-unifi-network.git,Repo for a module that creates basic Unifi networks,pay,https://github.com/kalenarndt/terraform-unifi-unifi-network/commit/bd188d7ddee27c88554935e951325569b9f4672d,fix invalid payload for wan,other-bug_fix-payload,
https://github.com/firehawkvfx/firehawk-render-cluster.git,This is a spoke render cluster deployment peered with the hub firehawk-main repository (which provides the VPN and Vault with SSH certificates for authentication).,pay,https://github.com/firehawkvfx/firehawk-render-cluster/commit/dba62ca62e3ea78ed8a273268b1a4304dd84645b,update send deadline payload,other-refactor-vars,
https://github.com/tylerhatton/f5-bigip-tf-module.git,A Terraform module to provide a BIG-IQ licensed F5 BIG-IP device provisioned in a multi-arm configuration.,pay,https://github.com/tylerhatton/f5-bigip-tf-module/commit/c789a65cb45c3fabb45c3593fd436ddd81bacf74,removed bigiq component with payg,other-false_positive,
https://github.com/intetunder-temp/terraform-modules.git,No description,bill,https://github.com/intetunder-temp/terraform-modules/commit/a204f4e9af5457810e58211f4a4cb25975e29219,wrong billing,other-bug_fix-vars,
https://github.com/Automation-repo/terra.git,,cost,https://github.com/Automation-repo/terra/commit/803640f6e77857520f69700ccc27c772ee7564e4,"Minecraft (#18)

Minecraft recipe

Features

Runs itzg/minecraft-server Docker image
Preemtible VM (cheapest), shuts down automatically within 24h if you forget to stop the VM
Reserves a stable public IP, so the minecraft clients do not need to be reconfigured
Reserves the disk, so game data is remembered across sessions
Restricted service account, VM has no ability to consume GCP resources beyond its instance and disk
2$ per month
Reserved IP address costs: $1.46 per month
Reserved 10Gb disk costs: $0.40
VM cost: $0.01 per hour, max session cost $0.24",fork-awareness-instance,
https://github.com/UKHomeOffice/dq-tf-infra-test.git,A version of the dq-tf-infra repository that is used to apply changes on the DQ AWS Test account,pay,https://github.com/UKHomeOffice/dq-tf-infra-test/commit/3b784d3d0419bb3796e657737c8ea1a8d4974e2f,payload,other-removal-payload,
https://github.com/UKHomeOffice/dq-tf-infra-test.git,,pay,https://github.com/UKHomeOffice/dq-tf-infra-test/commit/1b650f0a5d601053c3a13a1f3132e22f1a968f65,remove payload,other-removal-payload,
https://github.com/UKHomeOffice/dq-tf-infra-test.git,,pay,https://github.com/UKHomeOffice/dq-tf-infra-test/commit/a0b1b1d2dc27e830bc7ed066e1516731b6de46f3,add dummy payloads,other-addition-payload,
https://github.com/RavenProject/seed-node-fallback-domain-config.git,This repository is used to manage the cloudfalre instance of ravencoin.org and ravencoin.com.,cost,https://github.com/RavenProject/seed-node-fallback-domain-config/commit/5ba235b0c935de75c2cb2f57686bc246816a7f74,"Remove two GCP seed nodes

Excessively high bandwidth costs.",cost-saving-unknown,
https://github.com/Pavel-Hrabec/Azure-Terraform-Budget.git,Used to create all necessary components for budget monitoring in Azure subscription,cost,https://github.com/Pavel-Hrabec/Azure-Terraform-Budget/commit/4759aa86a84ee099d6ce3f3987520a5b6cd1ffd3,edited variable and main.tf to immediately alert when significant cost arise,cost-awareness-feature,
https://github.com/mintak21/terraform-modules.git,Other language,bill,https://github.com/mintak21/terraform-modules/commit/2ae9d9af74d76b4601899864b340eb72253c12e9,add Cloud Billing Budget API,other-false_positive,
https://github.com/tamsalem/terragoat-gh-2.git,,pay,https://github.com/tamsalem/terragoat-gh-2/commit/0097bf218d99023ee6a5e543162c8daa4fcf33e8,Re-add payload + BE azure configuration,fork-false_positive,
https://github.com/rshurts/gke-cd-with-spinnaker.git,This is a guide to deploying spinnaker to GKE to set up a continuous delivery pipeline.,cost,https://github.com/rshurts/gke-cd-with-spinnaker/commit/3bc712aba0c797053b5cdc113e3e46afb6cff8a5,Reduce instance size to keep costs down while experimenting,cost-saving-instance,
https://github.com/mederrata/terraform-cloudfront-bucket.git,No description.,pay,https://github.com/mederrata/terraform-cloudfront-bucket/commit/e1a59673e4e8d5a4ff1af846f06ac05839d5136d,"placeholder, too long...",other-false_positive,
https://github.com/telia-oss/terraform-aws-terraform-init.git,"A module for setting up a state bucket, lock table and KMS key on AWS. These resources should never be deleted, so storing state for this deployment is not strictly necessary.",bill,https://github.com/telia-oss/terraform-aws-terraform-init/commit/e8c7b2eb22d08ddd1a1bb375cb6efa4165c9098f,Change DynamoDB billing mode to On-Demand,cost-awareness-billing_mode,
https://github.com/dwp/aws-analytical-env.git,Infrastucure for the AWS Analytical Environment,cost,https://github.com/dwp/aws-analytical-env/commit/6bde9ec62c050af3fa70404148d2a5e64cf865d8,"Dw 4172 sec remediation (#32)

* DW-4172_Sec_remediation

* DW-4172_Sec_remediation

* Restrict IAM policies futher and use correct truststores

* few fixes

* Rework truststore elements

* DW-4172 Use custom EMR security groups (#30)

* DW-4172_Sec_remediation

* Use custom security groups for EMR nodes

* Terraform fmt previous PRs

Co-authored-by: Casey Rogers <2818278+caseyr232@users.noreply.github.com>

* Add SIDs

* Add S3 config to conform to standards

* Remove S3:List*

* add s3:ListBucket

* fix resource type

* Fix account variable

* readd kms CreateGrant

* Swtich aliases and certs

* Remove 'revoke_rules_on_delete' from snapshot_cognito_pool log group

* Terraform fmt

* revoke_rules_on_delete = true

* tf fmt

* DW-4172: Resolve conflicts

* Use new username format (#33)

* Dw 4159 new username (#31)

* DW-4098 Terraform errors

* DW-4172: Address review comments

* Add restrictions on glue, remove breaking permissions from SSM

Co-authored-by: Liam Rae-McLauchlan <liam.rae-mclauchlan@infinityworks.com>
Co-authored-by: draagc-iw <55280269+draagc-iw@users.noreply.github.com>
Co-authored-by: Dragos Costache <dragos.costache@infinityworks.com>
Co-authored-by: Ian Utley <ian.utley@infinityworks.com>
Co-authored-by: Ian Utley <utley.ian@gmail.com>",other-false_positive,
https://github.com/dwp/aws-analytical-env.git,Infrastucure for the AWS Analytical Environment,cost,https://github.com/dwp/aws-analytical-env/commit/7a10af8df304e2cc382031f3d3ab5252f7210c75,"[DW-4347] Add Costcode and Team tags (#67)

* DW-4347 Add Costcode and Team tags",other-addition-vars,
https://github.com/dwp/aws-analytical-env.git,,cost,https://github.com/dwp/aws-analytical-env/commit/fce3aa57e452efe9178f341274b2bf10a14712f0,"DW-4947 - Migrate to new proxy (#157)

* DW-4947 - Migrate to new proxy

Signed-off-by: Benjamin Sherwood <benjaminsherwood@digital.uc.dwp.gov.uk>

* Newline...

Signed-off-by: Benjamin Sherwood <benjaminsherwood@digital.uc.dwp.gov.uk>

* Newline...

Signed-off-by: Benjamin Sherwood <benjaminsherwood@digital.uc.dwp.gov.uk>

* Migrate EMR to new proxy VPCe

Co-authored-by: Dragos Costache <dragos.costache@infinityworks.com>
Co-authored-by: Matthew Burgess <549318+mattburgess@users.noreply.github.com>",other-false_positive,
https://github.com/dwp/aws-analytical-env.git,,pay,https://github.com/dwp/aws-analytical-env/commit/1f440ba855656d2e6d6e5065bc60fd0b86c96986,Dw 5492 build paymenttimelines (#269),other-addition-module,
https://github.com/dwp/aws-analytical-env.git,,cost,https://github.com/dwp/aws-analytical-env/commit/995f2a0e13b9901664a65505804c49acff86943f,"Dw 5598 switch to rbac2 for development (#296)

* tags to bucket objects

* Dw 5295 mapping users to user iam roles (#211)

* Add user role terraform external data source

* Add user roles to emr security configuration

* adding predictable role names to POC

* python added to image used for tf ci

* adding python and boto3 to ci container and passing in region to script

* rebase

* region added to session

* hard coded region added to session

* using data.aws_region for region input to script

* PR comment

Co-authored-by: Dragos Costache <dragos.costache@infinityworks.com>

* User based configs for release branch (#217)

* adding in missing tags (#212)

* DW-5338 fix permission error for coping files (#214)

Co-authored-by: abdurrahmannuhu <abdurrahman.nuhu@dwp.gsi.gov.ukgit config --global user.name abdurrahmannuhugit config --global user.email abdurrahman.nuhu@dwp.gsi.gov.uk>

* Fix rotate client credentials for jq unsafe client names (#215)

* Dw 5295 mapping users to user iam roles (#211)

* Add user role terraform external data source

* Add user roles to emr security configuration

* adding predictable role names to POC

* python added to image used for tf ci

* adding python and boto3 to ci container and passing in region to script

* rebase

* region added to session

* hard coded region added to session

* using data.aws_region for region input to script

* PR comment

Co-authored-by: Dragos Costache <dragos.costache@infinityworks.com>

* rebase onto master and removing group config

* AuthorizationConfiguration fix

Co-authored-by: abdu-n <57192333+abdu-n@users.noreply.github.com>
Co-authored-by: abdurrahmannuhu <abdurrahman.nuhu@dwp.gsi.gov.ukgit config --global user.name abdurrahmannuhugit config --global user.email abdurrahman.nuhu@dwp.gsi.gov.uk>
Co-authored-by: draagc-iw <55280269+draagc-iw@users.noreply.github.com>
Co-authored-by: Dragos Costache <dragos.costache@infinityworks.com>

* toggle development to use rbac 2

* toggled development back to rbac version 1

* PR review corrections

Co-authored-by: MattToczek <toczek.matt@gmail.com>
Co-authored-by: MattToczek <52243130+MattToczek@users.noreply.github.com>
Co-authored-by: Dragos Costache <dragos.costache@infinityworks.com>
Co-authored-by: abdu-n <57192333+abdu-n@users.noreply.github.com>
Co-authored-by: abdurrahmannuhu <abdurrahman.nuhu@dwp.gsi.gov.ukgit config --global user.name abdurrahmannuhugit config --global user.email abdurrahman.nuhu@dwp.gsi.gov.uk>
Co-authored-by: draagc-iw <55280269+draagc-iw@users.noreply.github.com>
Co-authored-by: thomasstock-caldwell <thomas.stock-caldwell@engineering.digital.dwp.gov.uk>",other-false_positive,
https://github.com/dwp/aws-analytical-env.git,,pay,https://github.com/dwp/aws-analytical-env/commit/972dd6775f57195c05c5e1428fe517af55e517f0,"Change the location while creating uc_payment_timelines databases (#329)

* Change the location while creating uc_payment_timelines databases

* format changes

Co-authored-by: PhanindraVenkata <phanindra.venkata@dwp.gsi.gov.uk>",other-refactor-vars,
https://github.com/dwp/aws-analytical-env.git,,cost,https://github.com/dwp/aws-analytical-env/commit/e4fadaa31d33b016fc538f4f8832e49e283eb4fe,"Emr 6 (#346)

* emr-6 branch

Signed-off-by: levankirvalidze <levan.kirvalidze@dmwgroup.co.uk>

* point to new RDS and upgrade to emr6

Signed-off-by: levankirvalidze <levan.kirvalidze@dmwgroup.co.uk>

* remove unexpected vars

Signed-off-by: levankirvalidze <levan.kirvalidze@dmwgroup.co.uk>

* get sparklyr 3.0 instead

Signed-off-by: levankirvalidze <levan.kirvalidze@dmwgroup.co.uk>

* remove tez stuff and upgrade sparklyr release

Signed-off-by: levankirvalidze <levan.kirvalidze@dmwgroup.co.uk>

* put tex back

Signed-off-by: levankirvalidze <levan.kirvalidze@dmwgroup.co.uk>

* pass new secret name

Signed-off-by: levankirvalidze <levan.kirvalidze@dmwgroup.co.uk>

* Add hive_metastore_secret_id to batch config template vars

* add instructions on what was done to get to emr6

Signed-off-by: levankirvalidze <levan.kirvalidze@dmwgroup.co.uk>

* point to new RDS and upgrade to emr6

Signed-off-by: levankirvalidze <levan.kirvalidze@dmwgroup.co.uk>

* remove unexpected vars

Signed-off-by: levankirvalidze <levan.kirvalidze@dmwgroup.co.uk>

* pass new secret name

Signed-off-by: levankirvalidze <levan.kirvalidze@dmwgroup.co.uk>

* Add tez conf to emr-launcher config files

* emr 6 upgrade

Co-authored-by: levankirvalidze <levan.kirvalidze@dmwgroup.co.uk>
Co-authored-by: Dragos Costache <dragos.costache@infinityworks.com>
Co-authored-by: udaykiranchokkam <udaykiranchokkam@digital.uc.dwp.gov.uk>",other-false_positive,
https://github.com/dwp/aws-analytical-env.git,,pay,https://github.com/dwp/aws-analytical-env/commit/9d90cc482385add18db438dd91ed089a7fb9af3a,"added config files for payment timelines clusters (#512)

Signed-off-by: Mark <mark.stevens@infinityworks.com>",other-addition-vars,
https://github.com/guanabara/test-terraform-aws-ecr.git,IaC for all AWS shared services,pay,https://github.com/guanabara/test-terraform-aws-ecr/commit/506512c6db51a5d23648f974b9cc9c4322629e92,"test (#1)

test

Co-authored-by: Nuno Teixeira <nuno@paytient.co>",other-false_positive,
https://github.com/jefersonmsantos/igti-edc-modulo01-exercicio.git,Exercício do módulo 1 do bootcamp EDC do IGTI 2021,pay,https://github.com/jefersonmsantos/igti-edc-modulo01-exercicio/commit/d6b54c0f338668cddf1123bf4e5e48c0eb80cfe7,adjust payload lambda tf,other-refactor-payload,
https://github.com/jefersonmsantos/igti-edc-modulo01-exercicio.git,,pay,https://github.com/jefersonmsantos/igti-edc-modulo01-exercicio/commit/3caf602a49914b378463f07c6bf7009a65a9ba4a,adjus build_lambda payload,other-refactor-payload,
https://github.com/dextacy10-13/blc-techtask-cicd.git,Create a CI/CD PHP 7.3 pipeline Ubuntu LTS,cost,https://github.com/dextacy10-13/blc-techtask-cicd/commit/1268beb9d3c5d46469ebe130c1d6ace7387f1ff7,"Consolidate Dev Servers

Task 1 only requires PHP to do unit testing so could share PHP server with Task 2.  Also shows example of mutable infrastructure.  AWS limits EIP to 5 per region (have requested increase), for now can either consilated resources or use multiple regions.  For cost makes sense to consolidate.",cost-awareness-area,
https://github.com/subrotomukherjee/future-hearings-hmi-api-gateway.git,No description.,pay,https://github.com/subrotomukherjee/future-hearings-hmi-api-gateway/commit/5024990dcc7f83e97f7cfdf971fc9e6082a7d9a1,draft commit for payhub api gateway,fork-addition-module,
https://github.com/subrotomukherjee/future-hearings-hmi-api-gateway.git,,pay,https://github.com/subrotomukherjee/future-hearings-hmi-api-gateway/commit/94494f8cda7cb3dd57e7ab338d97705ea33a7c25,moved to shared infra vault (ccpay-env),fork-false_positive,
https://github.com/subrotomukherjee/future-hearings-hmi-api-gateway.git,,pay,https://github.com/subrotomukherjee/future-hearings-hmi-api-gateway/commit/8202f4d16aa8cf1014cdd047b1f7d846a32fce85,PAY-1401,fork-false_positive,
https://github.com/traveloka/terraform-aws-common-iam-roles.git,Terraform module which supports the creation of common IAM Roles.,bill,https://github.com/traveloka/terraform-aws-common-iam-roles/commit/51b8aaeb78882dd212150ce443054cdbd4617ff8,Add billing-user submodule. (#5),other-addition-module,
https://github.com/ohpensource/terraform-aws-ohp-ecs.git,Creates ECS resources,pay,https://github.com/ohpensource/terraform-aws-ohp-ecs/commit/c2e31ee08b849c510c4ed856d2384995452a233c,PAYM-4981 patch - added count to prevent creating resource while autoscaling is disabled.,other-false_positive,
https://github.com/qb-abdul/terraform-cost.git,No description.,cost,https://github.com/qb-abdul/terraform-cost/commit/b9384b4ca9c8ac18c3168d7e35b0d795fddaac34,Create cost-usage.tf,other-addition-module,
https://github.com/qb-abdul/terraform-cost.git,,cost,https://github.com/qb-abdul/terraform-cost/commit/fc4535db3e01238249f78bbd912ee6938e8b1941,Update cost-usage.tf,other-refactor-module,
https://github.com/qb-abdul/terraform-cost.git,,cost,https://github.com/qb-abdul/terraform-cost/commit/57b01978c097c22d273b66fcc35637f5fcbcd648,Update cost-usage.tf,other-refactor-module,
https://github.com/qb-abdul/terraform-cost.git,,cost,https://github.com/qb-abdul/terraform-cost/commit/352cbc836fdedb883eda1106f73431c03d4c8bf1,Update cost-usage.tf,other-refactor-module,
https://github.com/mredmond1/tgoatcopy.git,,pay,https://github.com/mredmond1/tgoatcopy/commit/0097bf218d99023ee6a5e543162c8daa4fcf33e8,Re-add payload + BE azure configuration,fork-false_positive,
https://github.com/midl-dev/tezos-on-gke.git,"A secure, turn-key public Tezos baking service on Kubernetes",pay,https://github.com/midl-dev/tezos-on-gke/commit/f85b1961c93096d0be9b1dba034bfd9400a354e0,"delete the whole volume when blockchain absent

fail when download fails

move to kustomize -- much better

from file directly

write kustomize file straight from terraform

simplify readme

from-scratch baker deployment

archive mode for proper payout operation

wip

introduce payout

gitignore

wip connectivity checker for private node",fork-addition-payload,
https://github.com/midl-dev/tezos-on-gke.git,,pay,https://github.com/midl-dev/tezos-on-gke/commit/926a05ff3f72e7edddc53a9cf55a4a5538cddb2d,mainnet redo - archive mode to get payout,fork-addition-module,
https://github.com/midl-dev/tezos-on-gke.git,,pay,https://github.com/midl-dev/tezos-on-gke/commit/0a3a6dd08547c452357ca8cf2094c1e4ab950ff1,"add the payout delay var

add readme for remote signer

set history mode to rolling for public nodes (saves space)

prevent terraform from nuking cluster when new version available",fork-addition-vars,
